user,location,tweet text,tweet date
RoshaundaDGreen,"Atlanta, GA",RT @HRCurator: RT @enmichael  @BchnerPersonal1  @PeoplescapeHC  @robertascandro1  @AnnaMamalaki Thx4RT fr @HRCurator: The Evolving Role Of…,2019-11-17 21:07:34
Selectskap,,RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 21:07:07
MarketplaceRisk,"San Francisco, CA","Let's face it, the labor code is outdated and unworkable especially in light of technology disruption and innovatio… https://t.co/Xw3qOvqA66",2019-11-17 21:05:07
dogwalkblog,"Dayton, OH & Kingston, NY",Nobody is gonna take out a 30 year mortgage or raise a child to 18-26 on a labor market of 3-month contracts. #GigEconomy,2019-11-17 21:03:00
Sprout_Books,"🏄‍♀️ Santa Cruz, CA 🏄‍♀️",@SassyGirlBoss His hair quit his head. #gigeconomy https://t.co/D7lwaw5RNX,2019-11-17 20:57:16
brianbarou,London,@hollyarigby @LTDAForum @jeremycorbyn Tories Favourite Minicab Firm! #Labour❤️ #gigeconomy #BorisOnUberPayroll https://t.co/soorDYkv72,2019-11-17 20:43:40
S_OBrady,"Ithaca, NY",RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 20:42:57
GothamGhosts,"New York, NY","RT @PRisUs: If you're a #freelancer, you should read this. 

@jbernoff doesn't mince words. That's what I enjoy most about his writing. 

D…",2019-11-17 20:27:54
JessZafarris,"New York, NY","RT @PRisUs: If you're a #freelancer, you should read this. 

@jbernoff doesn't mince words. That's what I enjoy most about his writing. 

D…",2019-11-17 20:27:19
eraser,Sevilla,Introducing the European Blockchain Services Infrastructure (EBSI) #EBSI Connecting Europe. CEF Digital @eGov_EU… https://t.co/5lMPCnHKY1,2019-11-17 20:20:02
djt1940,,"@bilalfarooqui Clearly they are not by any definition private contractors.
They are sham contracted.
Don't have an… https://t.co/yfFTIHoFyX",2019-11-17 20:08:30
centauri4,"Virginia Beach, VA, U.S.A.",#WhyMenNeedABreak because we all work to survive these days and thriving is hardly an option! Look at the people wo… https://t.co/qdKlZ4HxFw,2019-11-17 20:01:26
LEMcClelland,"Nottingham, England",About to watch @KenLoachSixteen newest film in the gorgeously refurbished @PaulSmithDesign screen at the fantastic… https://t.co/CybafbbXyG,2019-11-17 19:57:12
Dear_Jefferson,Gotham City,Watch the Uber episode. #gigeconomy #uber https://t.co/aRz3YR7m85,2019-11-17 19:56:48
hayaldrm,SF - NYC - Istanbul,"“Want to #freelance, take on a side #gig or just work more #flexibly but scared of unpredictable finances? @qwil of… https://t.co/xeZcEtWhoh",2019-11-17 19:46:00
adwilkin79,HamOnt via Brampton,RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 19:08:39
ksrattai,"Ontario, Canada",RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 19:08:21
Tony_Tracy,"Halifax, NS",RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 19:06:56
almstasongwritr,between Motinui and Themyscira,RT @strussleisreal: Wow. Just. Wow. I saw this in an #instacartshopper group. Don’t be that customer. #instacart has a lot of issues but if…,2019-11-17 19:01:47
strussleisreal,,Wow. Just. Wow. I saw this in an #instacartshopper group. Don’t be that customer. #instacart has a lot of issues bu… https://t.co/HPPJcTg6nM,2019-11-17 19:01:31
sabuhi_gard,"Seer Green, Beaconsfield",RT @philipjhanley: Check out my latest article: An independent (financial adviser's) view https://t.co/ro9xECxF2L via @LinkedIn #pensions #…,2019-11-17 18:59:08
philipjhanley,"Nr Burford, Oxfordshire",Check out my latest article: An independent (financial adviser's) view https://t.co/ro9xECxF2L via @LinkedIn… https://t.co/FHYOOpXOL6,2019-11-17 18:57:53
FlsaToday,"San Francisco, CA",RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 18:48:09
bloggercab,,"@lbc @clivebull what percentage of migrants become #uber drivers? clogging up London streets and pavements?
#gigeconomy #slavery",2019-11-17 18:46:38
StrainYQR,"Regina, Saskatchewan",RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 18:44:11
stevemwilcox,"Brantford, Ontario",RT @Prof_Savage: Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassifica…,2019-11-17 18:37:16
thebarkingtweet,East London/Essex ,RT @PaulDDDaughters: #UberEats driver sacked for being 10 minutes late seeks tribunal appeal !! The #GigEconomy at it’s very best https://t…,2019-11-17 18:35:57
Prof_Savage,Niagara ON,Uber Fined $649 Million for Saying Drivers Aren’t Employees https://t.co/SphmIxESjM #GigEconomy #1u #canlab #misclassification,2019-11-17 18:32:57
teamcoworker,,"""We take working at Lugg seriously... it is a main source of income for us and our families. When we are deactivate… https://t.co/05BfIHzQhg",2019-11-17 18:30:22
thinkitsayit,UK,Record numbers of 20-34 yr olds living with parents https://t.co/VJiONYlnl4 #HousingCrisis (worsened by right &amp;help… https://t.co/0kK1EWzBn8,2019-11-17 18:27:13
comcab33,,RT @PaulDDDaughters: #UberEats driver sacked for being 10 minutes late seeks tribunal appeal !! The #GigEconomy at it’s very best https://t…,2019-11-17 18:05:44
FXofKC,"Kansas City, MO","Business Owners and Managers, wondering how to make use of the Gig Economy? Then FX member &amp; founder, Julie Cortes'… https://t.co/2RO7RMGbM9",2019-11-17 18:05:04
ossien1,epping,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 18:04:31
captainblackca1,Cloud base,RT @PaulDDDaughters: #UberEats driver sacked for being 10 minutes late seeks tribunal appeal !! The #GigEconomy at it’s very best https://t…,2019-11-17 17:56:50
PaulDDDaughters,LONDON,#UberEats driver sacked for being 10 minutes late seeks tribunal appeal !! The #GigEconomy at it’s very best https://t.co/HijyPg9G9f,2019-11-17 17:53:37
TravelPixPro1,Texas,"RT @Witanworld1: #Witanworld: #HumanResources – Managing the key company Assets

https://t.co/OGCcokU9qX

#AI #VR #TealOrganization #Employ…",2019-11-17 17:51:46
theswampgirlUSA,Not sure.,"We r the new empire builders. 😍

#influencer #socialmedia #contentmarketing #streetculture #gigeconomy #startup… https://t.co/0pdXRhU25s",2019-11-17 17:47:37
growthmktg1,Worldwide,Here are the top 11 tips for independent contractors to hold on to your valuable clients! #gigeconomy  https://t.co/Id5G2cokhj,2019-11-17 17:29:25
fattonyrobbins,"Pittsburgh, PA","Conservative Inc.: ""@DanCrenshawTX Placate them until it's too late. They won't have the energy to be all that upse… https://t.co/iXaHdI2uPT",2019-11-17 17:24:01
p2pmoneyshop,Glasgow Scotland,Moving app Dolly blocked by Washington regulators in ongoing gig economy dispute #P2P #Gigeconomy… https://t.co/ZyfdQoNMoM,2019-11-17 17:23:14
justin_kifer,"Fairfield, CA",RT @JimPatterson559: The Legislature just left millions of CA entrepreneurs and #gigeconomy workers out in the cold. #AB5 is an abominable…,2019-11-17 17:15:15
iamalexbot,,RT @eraser: BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies. https://t.co/IW2ycVGrsi  #D…,2019-11-17 17:11:27
afBILOMBO,Just know I represent CG 🇨🇬 ,RT @eraser: BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies. https://t.co/IW2ycVGrsi  #D…,2019-11-17 17:10:17
eraser,Sevilla,BLOCKCHAIN NOW AND TOMORROW ASSESSING. Multidimensional impacts of distributed ledger technologies.… https://t.co/6oSdXKcy36,2019-11-17 17:10:03
Thefatgirl5,,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 17:00:52
sanjaykalra,"San Francisco, CA","Bangladesh is 2nd largest supplier of #onlinelabor with 500,000 active #freelancers. India is the largest with clos… https://t.co/A2IT8BolH5",2019-11-17 16:54:12
tnewmstweet,,Disturbing #GigEconomy story from a music festival in the UK ↓ https://t.co/jOjFM0Gylw,2019-11-17 16:39:01
greentechdon,New Jersey,RT @eraser: An insight into the future of blockchain data technology. #Infographic #Infografía https://t.co/WEBphyOuT0 #blockchain #fintech…,2019-11-17 15:53:19
eraser,Sevilla,An insight into the future of blockchain data technology. #Infographic #Infografía https://t.co/WEBphyOuT0… https://t.co/Xf5bojeR1G,2019-11-17 15:50:04
NeftalemF,Ethiopia,#gigeconomy in Kenya is set to be over 40 billion USD...with non internet base gigeconomy to be 23 billion usd in 2… https://t.co/fmMB0grwb2,2019-11-17 15:48:56
BRIANNA_SHELKO,Atlanta,"RT @TheGigLife4Me: Yes 🙌 Share if you agree! @OprahWinfrey
.
.
.
#entrepreneur #business #motivation #success #entrepreneurship #gigeconomy…",2019-11-17 15:38:00
lennythepen,London,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 15:31:28
thaibrownie,Mind your own business....,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 15:18:22
comcab33,,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 14:53:01
AlleghenyConf,"Pittsburgh, PA",RT @ORB_Pittsburgh: Calling all #gigeconomy workers! numo has the banking tool for you… it’s a mobile app called indi. The #fintech incuaba…,2019-11-17 14:50:56
Roger_Lumpp,"Chicago, IL","Many articles/thought leaders speak about Gig talent wanting to work ""where they want, how they want and when they… https://t.co/kQYxguikUS",2019-11-17 14:50:52
rcpittman25,,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 14:42:28
PaulDDDaughters,LONDON,RT @deanyb71: How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi6…,2019-11-17 14:41:31
bitraka,Sevilla,"RT @eraser: Nation-State Initiatives in Blockchain for Education. Conference Blockchain, Credentials &amp; Connected Learning in Malta. https:/…",2019-11-17 14:31:49
gsw2301,Bergen Norway,Off to Copenhagen again 🙄whole day of strategy meetings tomorrow for our #gigeconomy and #partners lead  programs 😄… https://t.co/DTtslpon2O,2019-11-17 14:28:19
deanyb71,"London, England",How long before you’ll be able to be a #GigEconomy worker say #Uber driver abroad then just transfer here . https://t.co/UYi69GhMvv,2019-11-17 14:22:14
benjaminkwalker,"Denver, CO",You got a gig!! WooHoo. Now what? How do you hold onto it? Check out the infographic and the link for your complete… https://t.co/P9j9kj4SoT,2019-11-17 14:01:50
technovation19,,"Read more 👇🏼 

#innovation 
#article 
#gigeconomy  https://t.co/S6Tw6oYtyO",2019-11-17 13:46:00
technovation19,,Do you know #gigeconomy ??,2019-11-17 13:44:56
elias_me_em,UK,RT @eraser: AROUND THE BLOCK | #Video Blockchain. Alberto Gomez @gotoalberto @Bankia https://t.co/NbmwpCOOIT #blockchain #fintech #banking…,2019-11-17 13:11:31
DDDaughters,"London, England",How Canceling Your #Uber Ride Affects Drivers #GigEconomy #WorkersRights #dukeofyork #NoSweat #RandyAndy #PizzaGate https://t.co/4iiIMQLJkc,2019-11-17 13:09:16
eraser,Sevilla,AROUND THE BLOCK | #Video Blockchain. Alberto Gomez @gotoalberto @Bankia https://t.co/NbmwpCOOIT #blockchain… https://t.co/KS3gBN0niO,2019-11-17 12:50:03
VeenaproErp,Bhubaneswar,"RT @UrsBolt: #Uber's paradox – gig work app traps and frees its drivers:

Does the #GigEconomy give people new, flexible, liberating ways t…",2019-11-17 12:49:11
DrJDrooghaag,"Germany, Europe","RT @UrsBolt: #Uber's paradox – gig work app traps and frees its drivers:

Does the #GigEconomy give people new, flexible, liberating ways t…",2019-11-17 12:32:13
robertascandro1,,RT @HRCurator: RT @enmichael  @BchnerPersonal1  @PeoplescapeHC  @robertascandro1  @AnnaMamalaki Thx4RT fr @HRCurator: The Evolving Role Of…,2019-11-17 12:15:11
clintonbon,"Westbrook, CT","RT @Topcoder: Inspiring talks on #gigeconomy by @jtwinsor, @KeithGroom2 and @mpmorris36  with over 100 passionate coders from around the wo…",2019-11-17 12:08:06
PaulDDDaughters,LONDON,The Cost of #Uber !! A great insight into the real earnings of Uber drivers @UKLabour @seanpaulday @Conservatives… https://t.co/BPLgHiVH87,2019-11-17 12:04:51
Jeremy972i,,"RT @UrsBolt: #Uber's paradox – gig work app traps and frees its drivers:

Does the #GigEconomy give people new, flexible, liberating ways t…",2019-11-17 11:55:20
therealbiostate,,@UrsBolt @BBCNews @guzmand @psb_dc @DrJDrooghaag @NevilleGaunt False dichotomy. These two abstractions (abstract '… https://t.co/nHKaGKOiB0,2019-11-17 11:54:21
therealbiostate,,"RT @UrsBolt: #Uber's paradox – gig work app traps and frees its drivers:

Does the #GigEconomy give people new, flexible, liberating ways t…",2019-11-17 11:51:40
UrsBolt,Switzerland,"#Uber's paradox – gig work app traps and frees its drivers:

Does the #GigEconomy give people new, flexible, libera… https://t.co/bImkxjvVzb",2019-11-17 11:51:24
chandrikap1,New Delhi,Interesting perspectives on how #HR professionals are increasingly joining the #gigeconomy. Greater involvement wil… https://t.co/T9FqMWYsE8,2019-11-17 11:48:17
youthance,"New Delhi, India","Hurry! #applynow 
Hiring temporary sales staff in Delhi/NCR for one of the fastest growing brand. Learn and earn fo… https://t.co/U2zhJRXii6",2019-11-17 11:38:50
UCT_IDLL,Univ of Cape Town South Africa,"RT @ODIdev: 📖 New research explores the impact of the #gigeconomy on female workers' lives in #Kenya 🇰🇪 and #SouthAfrica 🇿🇦, and recommends…",2019-11-17 10:48:28
delmaschio,London,"How Retailers Can Adjust to the ""#GigEconomy""  Future of Work https://t.co/4PlPDeUYiK https://t.co/GoAlYXy3ZM",2019-11-17 10:27:01
Jeremy972i,,"RT @aconnectEffect: The #freelancer market is bigger than the economy of Switzerland or Saudi Arabia, with incomes at nearly $1 trillion.
F…",2019-11-17 10:09:37
EazitaxUK,"Loughton, Essex",RT @TakeawayExpo: Visit @EazitaxUK at Stand H224 for all your accountancy questions and needs. They specialise in the gig economy and have…,2019-11-17 10:04:01
aconnectEffect,"Zurich, Switzerland","The #freelancer market is bigger than the economy of Switzerland or Saudi Arabia, with incomes at nearly $1 trillio… https://t.co/vC9WTE4bGC",2019-11-17 10:00:34
jacqc1,,Raab coming dangerously close to having to admit that 'full employment' for the country is not the same as full emp… https://t.co/zGSUKByZvu,2019-11-17 09:40:59
bazarlocos,Sevilla,"RT @eraser: Nation-State Initiatives in Blockchain for Education. Conference Blockchain, Credentials &amp; Connected Learning in Malta. https:/…",2019-11-17 09:38:52
suhasrbhat,Hong Kong,"Happy to attend any panels in Hong Kong and Singapore to fulfil your diversity quota needs, folks #spoof… https://t.co/eVgsslutLb",2019-11-17 08:47:06
thebarkingtweet,East London/Essex ,RT @LondonTrafficW1: #Uber's paradox: Gig work app traps and frees its drivers #gigeconomy #BBCStrictly #XFactorCelebrity #London https://t…,2019-11-17 08:27:28
MarkRudder,"Arizona, USA",Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? Find out… https://t.co/MNZoy8AFRw,2019-11-17 07:21:02
FaezaFaeza32,"Punjab, Pakistan",RT @HRCurator: RT @enmichael  @BchnerPersonal1  @PeoplescapeHC  @robertascandro1  @AnnaMamalaki Thx4RT fr @HRCurator: The Evolving Role Of…,2019-11-17 06:13:11
Trust4Keeps,,@dmaguz @TWUAus With decisions worldwide growing that now determine #gigeconomy workers as employees the… https://t.co/Vh0eCoD2tK,2019-11-17 06:12:27
ZenshoAgency,"Tokyo, Japan",Navigating the #GigEconomy: Tips for Independent Workers Via @undercoverrec https://t.co/uyYtvGZ8wh https://t.co/BGWCQCc3nX,2019-11-17 06:10:01
eraser,Sevilla,"Nation-State Initiatives in Blockchain for Education. Conference Blockchain, Credentials &amp; Connected Learning in Ma… https://t.co/9nB4YLzfs1",2019-11-17 06:00:07
SocialMktgSltns,"Fort Collins, Colorado",Another type of persona in the #gigeconomy is the Financially Strapped. These staffing options need the money and w… https://t.co/pQYk4nsCls,2019-11-17 05:30:24
blackcabsales,"Liverpool, England",@BBCClick #gigeconomy steal your job then sell it back to you,2019-11-17 04:41:34
PeerNicole,"Boston, MA",RT @ShannonForMA: I've been fighting #Uber for taking advantage of its workforce for years. I'm glad New Jersey is holding the company acco…,2019-11-17 04:31:22
MikeJMustafa,Malaysia,Seems not all fair in the #gigeconomy. I wonder how much more wages are unfairer in #developingeconomies ?  https://t.co/UvFVobrvcR,2019-11-17 04:30:24
HRCurator,"St Albans, UK",RT @enmichael  @BchnerPersonal1  @PeoplescapeHC  @robertascandro1  @AnnaMamalaki Thx4RT fr @HRCurator: The Evolving… https://t.co/dsejxtjMJf,2019-11-17 04:30:00
alicelarter9688,,You are in the right place for gaining more links to your website and increasing search engine traffic Buy All In O… https://t.co/zIuxiBTBdz,2019-11-17 04:19:56
mustard1973,"Nottingham, England",What a great heading: Prison and Liberator.  I've been talking of the power of the #mobile and how it has freed peo… https://t.co/jR8eFpcnE4,2019-11-17 04:14:52
muminalshawaf,Toronto - Canada,"RT @StephTweetChat: Prices will rise for Uber, Lyft, scooters, food delivery, office-sharing, &amp; more. VCs &amp; startup founders alike have re-…",2019-11-17 02:50:04
debbieguild,,RT @ORB_Pittsburgh: Calling all #gigeconomy workers! numo has the banking tool for you… it’s a mobile app called indi. The #fintech incuaba…,2019-11-17 02:34:07
wired_we,South Australia,"@JrehnJ Ur being polite about Marshall &amp; @CSIRO?
Every Australian in business, especially in this era of pop-up/… https://t.co/t6I73Nowjp",2019-11-17 02:09:32
MoniHawkins,The DMV,Ok @Harvard we see you #futureofwork #gigeconomy https://t.co/WWqhrwp3vx,2019-11-17 02:08:10
eraser,Sevilla,EVIDENCE BASED BLOCKCHAIN. The Journal of The British Blockchain Association https://t.co/zUELg7iQfZ  Full Text PDF… https://t.co/raZD0Gs6Vx,2019-11-17 02:00:11
StephTweetChat,"St Louis, MO","Prices will rise for Uber, Lyft, scooters, food delivery, office-sharing, &amp; more. VCs &amp; startup founders alike have… https://t.co/uEVWICc15I",2019-11-17 02:00:00
SITCHETKANDA,"Booking question for your next Events, Concerts & Festivals? topbooking@yahoo.com",#News #GigEconomy #Employment #Uber #UK #London - BBC News - Uber's paradox: Gig work app traps and frees its drive… https://t.co/AJFSVE5a85,2019-11-17 01:33:55
DyanFinkhousen,"Boston, MA","RT @OpenAssembly1: How is it that Anadarko has been able to adapt to new open model strategies and outpace other organizations, even those…",2019-11-17 01:28:43
DyanFinkhousen,"Boston, MA",RT @OpenAssembly1: The freelance economy is growing fast. Companies that use freelance talent need to be ready for what lies ahead. #future…,2019-11-17 01:20:02
catkins989,Surrey BC,RT @LWforfamilies: The BC gov't hasn't addressed a crucial element of the #Uber age — the rights and protections of workers in the #gigecon…,2019-11-17 01:19:04
eraser,Sevilla,"Blockchain Technology and Decentralized Governance: Is the State Still Necessary?. Marcella Atzori, Ph. D.*… https://t.co/RMeQ52RBR7",2019-11-17 01:00:08
BillFlanagan,Pittsburgh,RT @ORB_Pittsburgh: Calling all #gigeconomy workers! numo has the banking tool for you… it’s a mobile app called indi. The #fintech incuaba…,2019-11-17 00:47:01
LondonTrafficW1,"London, England",#Uber's paradox: Gig work app traps and frees its drivers #gigeconomy #BBCStrictly #XFactorCelebrity #London https://t.co/3xyCNjIHd2,2019-11-17 00:36:28
evolutionarypsy,Massachusetts via Texas,"They took a regular old Coleman ice chest, replaced the handles with rope and leather, and are now charging $900. I… https://t.co/LexMBtG7HA",2019-11-17 00:34:53
OpenAssembly1,"Boulder, CO",The freelance economy is growing fast. Companies that use freelance talent need to be ready for what lies ahead.… https://t.co/KKqrp3JNFT,2019-11-16 23:46:02
drwasho,"Brisbane, Australia",RT @theswampgirlUSA: Congrats to @HavenPrivacy for 50K installs! Haven is a gorgeous app which is like a decentralized eBay with zero fees!…,2019-11-16 23:19:05
xchromosomepod,,Episode 29: Minority Labor Issues (#freechaseyoung) @ArtistGenn #freechaseyoung #ncaa #uber #gigeconomy… https://t.co/mJtYWorgXb,2019-11-16 22:46:25
4948Warriors,Toronto,"RT @neville_park: ""New Jersey has demanded that Uber pay $649 million for years of unpaid employment taxes for its drivers, arguing that th…",2019-11-16 22:10:43
LifeVidaVie,"#Huelva  #Madrid,  #Spain","RT @eraser: George Gilder: Forget Cloud Computing, Blockchain is the #Future. “Uncommon Knowledge” Peter Robinson. Hoover Institution https…",2019-11-16 22:10:34
startupsmart,Australia,“It’s about making sure that the problem you’re solving is something you’re passionate about.” @Zoom2uCourier… https://t.co/FKws2RSkFL,2019-11-16 22:10:01
eraser,Sevilla,"George Gilder: Forget Cloud Computing, Blockchain is the #Future. “Uncommon Knowledge” Peter Robinson. Hoover Insti… https://t.co/XPFkid9ZgN",2019-11-16 21:50:03
99_weeks,"Long Island, NY","@DanCrenshawTX With due respect @DanCrenshawTX, #GigEconomy is brutal in an age where healthcare &amp; housing are sky… https://t.co/RfMGZLUr41",2019-11-16 21:49:39
TorivoJobs,United Kingdom,"RT @genemarks: #Truckers sue #California, say new #gigeconomy law would kill 70,000 #jobs via @FoxBusiness #Labor 
https://t.co/W5R1zhRwt4",2019-11-16 21:21:36
genemarks,"Philadelphia, PA","#Truckers sue #California, say new #gigeconomy law would kill 70,000 #jobs via @FoxBusiness #Labor 
https://t.co/W5R1zhRwt4",2019-11-16 21:21:26
lyftdashuber,"California, USA",Who Dares Me? 😂 #uber #uberx #uberpool #rideshare #ridesharing #ridesharedriver #gigeconomy https://t.co/owiMRaP9Dp,2019-11-16 21:14:32
Scooterissima,The BEACH inToronto,"RT @neville_park: ""New Jersey has demanded that Uber pay $649 million for years of unpaid employment taxes for its drivers, arguing that th…",2019-11-16 21:02:22
naashonomics,San Jose,"#softbank decesion to buy $WE was right move $WE will make $$$ and will be worth 40-50B as #gigeconomy grows
Flexib… https://t.co/bVyjW4sy6d",2019-11-16 20:37:57
trickyd90556041,"Islington, London",RT @DDDaughters: SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN #Uber urges drivers to…,2019-11-16 20:31:18
naashonomics,San Jose,"#india #gigeconomy 
The sharing and renting #economy sees a bloom amidst the slowdown  https://t.co/yLHONFHEyS https://t.co/XrrJiYEqCw",2019-11-16 20:21:23
djt1940,,"@runemaker_ @rothwell_scott @MetzgerKevin @DanCrenshawTX What then is the answer?
Biz model for #gigeconomy only wo… https://t.co/hxuPqYvo1z",2019-11-16 20:18:55
TeleworkRec,"Remote, USA ","""Today’s graduates are joining a workforce where the Gig Economy — including consultants, independent contractors,… https://t.co/VrhnLXUIiG",2019-11-16 20:14:53
PGHPCamp,"Pittsburgh, PA",RT @ORB_Pittsburgh: Calling all #gigeconomy workers! numo has the banking tool for you… it’s a mobile app called indi. The #fintech incuaba…,2019-11-16 19:57:09
ProcurementStar,"Frankfurt on the Main, Germany","RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",2019-11-16 19:46:28
GonnaCookThat,"Portland, OR","RT @MatthewTelles: Lazy and nefarious #algorithms don't just target rich, white ladies credit card approvals. (@dhh)

They are also respons…",2019-11-16 19:43:59
jockneycab,the big smoke,RT @DDDaughters: SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN #Uber urges drivers to…,2019-11-16 19:31:45
normbond,"Bangkok, Thailand + USA",Why people are retiring earlier than planned #sidehustle #gigeconomy https://t.co/A0vHpLE4o6,2019-11-16 19:04:01
Gennovacap,"Austin, TX","RT @jtennery: Check out this Front-End Web Developer gig on @Moonlighting

Come join one of the fastest growing communities of freelance ta…",2019-11-16 18:49:49
LTDAForum,"London, England",RT @DDDaughters: SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN SPIN #Uber urges drivers to…,2019-11-16 18:46:27
RLady9875,"Ohio, USA","I don’t think the gig economy jobs are as great as what he thinks they are. 

Zero benefits
Little protection

Whil… https://t.co/h5hsuDQ4md",2019-11-16 18:40:57
ridesharetruth,United States,@iamdogluke @DanCrenshawTX @Uber I never said @Uber or @Lyft owed me anything. My point was that @DanCrenshawTX tal… https://t.co/YfrMhoBvai,2019-11-16 18:38:26
gophlatbed,"Norwalk, CT","#phlatbed and #lyft drivers get along just fine.

#gigeconomy @ Norwalk, Connecticut https://t.co/sKqusd1NBZ",2019-11-16 18:37:53
jtennery,Anywhere & Everywhere,"Check out this Front-End Web Developer gig on @Moonlighting

Come join one of the fastest growing communities of fr… https://t.co/1djbTUZe6e",2019-11-16 18:32:07
theswampgirlUSA,Not sure.,Tired of high selling fees with eBay n Amazon? Scared about your funds being frozen or unavailable? Check out… https://t.co/FHI33w2dlP,2019-11-16 18:31:12
nsedef,"New York, NY","@DanCrenshawTX This is the wrong hill to die on.

Not just Uber's lack of profit: see https://t.co/5239W3FNjR

But… https://t.co/dY6VKMcdjM",2019-11-16 18:29:42
SupplyChain2030,,"RT @mvollmer1: What can humans learn from nature about #teamwork? Honey bees 🐝 are working as perfect team 

MT @Seeker 

#FutureofWork #gi…",2019-11-16 18:19:58
LWforfamilies,"British Columbia, Canada",The BC gov't hasn't addressed a crucial element of the #Uber age — the rights and protections of workers in the… https://t.co/cqqYO8sZtn,2019-11-16 18:16:02
MOAaccounting,"Miami Beach, FL",Find out if you're putting enough money aside for your federal income #taxes. Learn everything you need to know as… https://t.co/Yng6bcfUn1,2019-11-16 17:57:48
betapolitics,London,"RT @EmptyInAngel: We have sold out at @WhiteBearTheatr 27-30 November, but the hard work continues in the run up to our opening. https://t.…",2019-11-16 17:36:05
ElectricBham,Birmingham,"""A movie isn't a political movement, a party or even an article. It's just a film. At best it can add its voice to… https://t.co/jotCYOvqfl",2019-11-16 17:26:16
WoolfJames,london,"RT @EmptyInAngel: We have sold out at @WhiteBearTheatr 27-30 November, but the hard work continues in the run up to our opening. https://t.…",2019-11-16 17:12:13
darcywillison,"London, England","RT @EmptyInAngel: We have sold out at @WhiteBearTheatr 27-30 November, but the hard work continues in the run up to our opening. https://t.…",2019-11-16 17:07:25
EmptyInAngel,"London, England","We have sold out at @WhiteBearTheatr 27-30 November, but the hard work continues in the run up to our opening.… https://t.co/CAU0V5jNNI",2019-11-16 17:06:11
MatthewTelles,United States,"Lazy and nefarious #algorithms don't just target rich, white ladies credit card approvals. (@dhh)

They are also re… https://t.co/a9kpMhRFcA",2019-11-16 16:50:09
AndrewFarrand,"Algiers, Algeria","""Silly insulin"", go pick cotton in a field, a comparison to burning trash for a living. Amazing, horrifying quotes… https://t.co/wpV16WgCRl",2019-11-16 16:32:01
jeffreym99,,"RT @neville_park: ""New Jersey has demanded that Uber pay $649 million for years of unpaid employment taxes for its drivers, arguing that th…",2019-11-16 16:23:00
inkskratch,"Toronto, Ontario","RT @neville_park: ""New Jersey has demanded that Uber pay $649 million for years of unpaid employment taxes for its drivers, arguing that th…",2019-11-16 16:22:35
